"X1" "X2" "X3" "X5" "Y"
"286" 0.43965806747062 0.133436094405416 0.254453226377256 0.337321607035778 0.111111111111111
"121" 0.29781712715616 0.689644716227828 0.584145334434352 0.402702378572857 0.166666666666667
"110" 0.5527400396886 0.141466619497648 0.54616019818332 0.474315410753547 0.222222222222222
"158" 0.31392153869638 0.483847980997624 0.444095788604459 0.448331001399161 0.111111111111111
"64" 0.26576095252633 0.391029463789356 0.419605992686092 0.47231661003398 0.111111111111111
"483" 0.56525721263929 0.259387476626068 0.258700011796627 0.122326604037576 0.166666666666667
"477" 0.25405281636391 0.312442512760904 0.435649404270379 0.459324405356786 0.222222222222222
"480" 0.18534574874065 0.182811947238084 0.309425504305768 0.308814711173296 0.166666666666667
"67" 0.31424210044268 0.510390660534696 0.458534859030317 0.431341195282829 0.166666666666667
"85" 0.43080445733476 0.0936978824480721 0.407455467736228 0.452328602838296 0.166666666666667
"165" 0.44512288200275 0.644160307272452 0.399032676654477 0.36949030581651 0
"51" 0.0757136315066401 0.778748673371404 0.366190869411348 0.470317809314412 0
"74" 0.27482827049305 0.149951988679436 0.43824466202666 0.305684589246453 0.166666666666667
"178" 0.11372309571058 0.509081720321424 0.480004718650465 0.158504897061763 0.166666666666667
"362" 0.55098458250649 0.364835498054276 0.397782234280996 0.444333399960024 0.0555555555555556
"236" 0.0328194168829199 0.427760650932432 0.40143918839212 0.251381171297222 0
"330" 0.1427415661731 0.616429979279324 0.416774802406512 0.267239656206276 0.277777777777778
"127" 0.31460845672416 0.0920806590185481 0.539105815736699 0.461323206076355 0.333333333333333
"212" 0.0414593191879099 0.1083135391924 0.420313790255987 0.176494103537876 0.0555555555555556
"310" 0.27980460998321 0.209369788244808 0.308057095670639 0.328402958225065 0.111111111111111
"243" 0.23217829339032 0.389462778592004 0.610239471511148 0.317093743753747 0.111111111111111
"113" 0.07342390474737 0.602198413099508 0.637843576737053 0.434339396362182 0.166666666666667
"594" 0.53126240268661 0.04791024409966 0.533655774448508 0.418572856286227 0.333333333333333
"151" 0.26698214013128 0.639106484055188 0.430576855019464 0.26444133519888 0.111111111111111
"160" 0.04900015264845 0.273083337544852 0.435649404270379 0.433339996002398 0.111111111111111
"391" 0.56128835292322 0.199044827411936 0.236758287129881 0.320407755346792 0.111111111111111
"155" 0.0286979087162299 0.45341385758326 0.411112421847352 0.394111533080151 0.111111111111111
"652" 0.55785376278431 0.228650123818668 0.0316149581219771 0.218668798720767 0.0555555555555556
"5" 0.31550908258281 0.207924394804668 0.581172584640792 0.627419548271037 0.222222222222222
"326" 0.28633796366967 0.392641633395664 0.321576029255633 0.235194883070159 0.111111111111111
"280" 0.06808120897573 0.050750492747764 0.258983130824584 0.396238257045773 0.0555555555555556
"567" 0.43123187299649 0.37717188052762 0.203586174354135 0.546779932040777 0.277777777777778
"238" 0.0887650740345 0.528857330570576 0.511501710510793 0.250249850089945 0.166666666666667
"339" 0.39909937414135 0.247268408551068 0.247375250678307 0.408958624825106 0.277777777777778
"615" 0.20804457334758 0.411098195785112 0.318626872714404 0.259044573256047 0.5
"137" 0.11524958021676 0.119325819982816 0.441193818567889 0.462322606436139 0.222222222222222
"455" 0.15078613952068 0.410805074038512 0.410239471511148 0.458652808315012 0.388888888888889
"560" 0.6217524042131 0.254727851619752 0.137241948802643 0.752948231061363 0.166666666666667
"83" 0.31550908258281 0.580537726790316 0.446856199127049 0.432340595642614 0.222222222222222
"566" 0.5301480689971 0.468585434881488 0.269081042821753 0.650165900459724 0.222222222222222
"196" 0.42697298122424 0.498291807752564 0.417836498761355 0.178492904257445 0.111111111111111
"600" 0.37995725843383 0.257947137009148 0.48507726790138 0.447331601039376 0.222222222222222
"500" 0.51274614562662 0.321271541921464 0.609059808894656 0.89806116330202 0.944444444444444
"344" 0.51949320714395 0.225385354020316 0.369116432700248 0.483310013991606 0.388888888888889
"634" 0.52144710731186 0.376403699398596 0.139554087530967 0.110533679792125 0.0555555555555556
"459" 0.68096473820791 0.415863951078992 0.551256340686564 0.31245252848291 0.611111111111111
"20" 0.2546176156312 0.885071006216204 0.677480240651173 0.494303417949231 0.5
"667" 0.31582964432911 0.374650022742204 0.137430694821281 0.364181491105337 0.166666666666667
"164" 0.31373836055564 0.157820791428716 0.438905273091896 0.398584849090545 0.0555555555555556
"52" 0.25905968554419 0.722064992166572 0.394125280169872 0.478313012192684 0.111111111111111
"534" 0.11581437948405 0.348698640521556 0.189807714993512 0.481311213272037 0.111111111111111
"177" 0.08075103037704 0.300121291757216 0.5006724076914 0.20407755346792 0.166666666666667
"84" 0.49616852388948 0.527401829484004 0.459478589123511 0.486308215070957 0.222222222222222
"523" 0.36788276598993 0.5243846970233 0.228028783767843 0.365380771537078 0.166666666666667
"392" 0.73472752251565 0.477449840804568 0.242538633950691 0.283278033180092 0.166666666666667
"302" 0.2692108075103 0.479471370091476 0.279603633360859 0.326404157505496 0.111111111111111
"430" 0.63883376583728 0.32094809723556 0.311194998230507 0.464321407155706 0.166666666666667
"428" 0.59842772095863 0.335993328953352 0.301285832251976 0.382370577653408 0.166666666666667
"250" 0.10517478247596 0.294769292970132 0.455467736227439 0.429342394563263 0.0555555555555556
"429" 0.56209738971149 0.370091474200232 0.291258700011796 0.434339396362182 0.166666666666667
"398" 0.53136925660205 0.45024005660282 0.176123628642208 0.471936837897261 0.111111111111111
"620" 0.83043810105327 0.364117855157428 0.285407573433997 0.0609634219468314 0.444444444444444
"381" 0.44313845214471 0.649087784909284 0.505131532381739 0.461323206076355 0.5
"40" 0.49940467104259 0.756567443270836 0.444614840155716 0.428342994203478 0.166666666666667
"522" 0.25538085788429 0.273007530196592 0.215760292556329 0.344593244053569 0.166666666666667
"473" 0.4061975270951 0.427700005053824 0.428335496048131 0.34579252448531 0.222222222222222
"200" 0.22051595176309 0.2159245969576 0.445322637725611 0.25573855686588 0.166666666666667
"125" 0.18852083651351 0.482316672562792 0.528252919664976 0.272436538077153 0.222222222222222
"265" 0.27027934666463 0.548258957901652 0.47092131650348 0.481311213272037 0.444444444444444
"186" 0.44710731186078 0.194228533885884 0.449994101686917 0.192284629222467 0.166666666666667
"252" 0.41779880934209 0.237074847121848 0.606157838858087 0.488307015790525 0.333333333333333
"458" 0.23390322088231 0.0546823672107961 0.466226259289843 0.360423745752549 0.444444444444444
"152" 0.45580827354602 0.3329913579623 0.485903031732924 0.309690185888467 0.166666666666667
"54" 0.38794077240116 0.34720776267246 0.456741771853249 0.431341195282829 0.166666666666667
"235" 0.123950541902 0.589755900338608 0.399079863159136 0.287027783330002 0.0555555555555556
"289" 0.21621126545566 0.0863546773133879 0.304966379615429 0.286340195882471 0.166666666666667
"185" 0.08945199206228 0.096315762874616 0.466415005308481 0.175294823106137 0.166666666666667
"413" 0.4580980003053 0.058199828170012 0.0760882387637136 0.632620427743355 0.166666666666667
"536" 0.05205312166082 0.187168342851368 0.155361566591955 0.414411353188086 0.0555555555555556
"640" 0.4095557930087 0.087360388133624 0.111832016043412 0.923046172296622 0.166666666666667
"527" 0.31430315982293 0.397235558700156 0.239353544886163 0.430341794923047 0.222222222222222
"205" 0.13416272324836 0.357623692323244 0.614840155715465 0.452328602838296 0.5
"631" 0.12231720348038 0.137918835599132 0.152530376312375 0.198480911453127 0.222222222222222
"607" 0.70538849030682 0.46424420073786 0.383744249144744 0.694183489906057 0.333333333333333
"346" 0.42085177835445 0.168140698438368 0.408871062876017 0.474315410753547 0.222222222222222
"576" 0.17111891314303 0.230444231060796 0.337737407101569 0.132520487707376 0.222222222222222
"468" 0.38166692108075 0.27665133673624 0.710510793912941 0.624225464721167 0.944444444444444
"509" 0.50267134788582 0.28441400919796 0.362887814085172 0.384041575054967 0.333333333333333
"408" 0.26621889787819 0.080729772072572 0.0906688687035508 0.476937837297622 0.166666666666667
"57" 0.45182414898489 0.528043665032596 0.443199245015925 0.478313012192684 0.111111111111111
"457" 0.15927339337506 0.21761762773538 0.361566591954701 0.374375374775135 0.222222222222222
"105" 0.19737444664937 0.383504321018852 0.873587354016751 0.517289626224265 0.611111111111111
"357" 0.58632269882461 0.24902208520746 0.494207856553025 0.443333999600239 0.166666666666667
"279" 0.18577316440238 0.59589629554758 0.309189571782471 0.377573455926445 0.222222222222222
"270" 0.55931918791024 0.604932531460048 0.618544296331249 0.370337797321608 0.888888888888889
"366" 0.26270798351397 0.123414362965584 0.537477881325941 0.455326803917649 0.5
"134" 0.40909784765685 0.600894526709456 0.407337501474579 0.470317809314412 0.166666666666667
"347" 0.14913753625401 0.121028958407036 0.393771381384924 0.482310613631822 0.166666666666667
"129" 0.14058922301939 0.28836609895386 0.481302347528607 0.496302218668798 0.277777777777778
"218" 0.24988551366204 0.659867589831708 0.498265895953757 0.448926644013592 0.222222222222222
"106" 0.50773927644634 0.361110830343156 0.765954936888049 0.479312412552469 0.666666666666667
"369" 0.57350022897268 0.158467680800524 0.538091305886516 0.467319608235059 0.5
"531" 0.29166539459624 0.51983625612776 0.233219299280405 0.446332200679592 0.166666666666667
"337" 0.33991756983667 0.81093647344216 0.473516574259761 0.39036578053168 0.888888888888889
"285" 0.49091741718822 0.415191792591096 0.304117022531556 0.364781131321208 0.166666666666667
"654" 0.36650892993436 0.190498812351544 0.123274743423381 0.316450129922047 0.166666666666667
"27" 0.35200732712563 0.63856572497094 0.658487672525657 0.482310613631822 0.5
"469" 0.19926728743703 0.281442361146208 0.431520585112657 0.461043373975614 0.277777777777778
"7" 0.47208059838193 0.811441855763884 0.576855019464433 0.45332800319808 0.222222222222222
"444" 0.681727980461 0.074190124829432 0.313908222248437 0.452328602838296 0.166666666666667
"245" 0.0657914822164599 0.233663516450196 0.608469977586411 0.3776813911653 0.166666666666667
"154" 0.27629369561899 0.256724111790568 0.472218945381621 0.362382570457725 0.166666666666667
"625" 0.32590444206991 0.332117046545712 0.287011914592427 0.224465320807516 0.388888888888889
"582" 0.39337505724317 0.267994137565068 0.469859620148637 0.198480911453127 0.277777777777778
"390" 0.60280873149138 0.39264668721888 0.292674295151587 0.369854087547473 0.166666666666667
"222" 0.1786902762937 0.0777833931369079 0.473681727026071 0.307027783330002 0.111111111111111
"614" 0.6236299801557 0.17735381816344 0.298997286775983 0.338740755546673 0.444444444444444
"349" 0.29201648603267 0.243867185525852 0.427627698478235 0.452328602838296 0.166666666666667
"145" 0.41186078461304 0.24226006974276 0.437300931933467 0.435338796721967 0.222222222222222
"448" 0.10328194168829 0.129782180219336 0.310015335614015 0.434339396362182 0.166666666666667
"421" 0.62173713936804 0.026684186587152 0.222130470685384 0.209874075554667 0.222222222222222
"511" 0.74385589986262 0.154293222823064 0.350595729621328 0.496302218668798 0.277777777777778
"148" 0.32608762021065 0.162293424975996 0.390822224843695 0.370377773335998 0.0555555555555556
"163" 0.10834987024882 0.23971294284126 0.546537690220597 0.464321407155706 0.166666666666667
"535" 0.09876354754999 0.32220144539344 0.101215052494986 0.468319008594843 0.0555555555555556
"568" 0.3291100595329 0.121726386011016 0.220478943022296 0.461123326004398 0.222222222222222
"161" 0.22454587085941 0.668924041037044 0.537006016279344 0.437337597441535 0.166666666666667
"66" 0.40009158907037 0.611174003133372 0.387047304470921 0.433339996002398 0.111111111111111
"4" 0.50499160433522 0.779855460655988 0.585466556564823 0.642214671197282 0.166666666666667
"584" 0.65626621889788 0.328746146459796 0.463135543234635 0.17296022386568 0.222222222222222
"225" 0.30523584185621 0.547642391469148 0.518508906452755 0.340707575454727 0.166666666666667
"389" 0.57757594260418 0.455976145954416 0.315795682434824 0.39440335798521 0.166666666666667
"117" 0.32376736376126 0.588072977207256 0.528842750973221 0.468319008594843 0.0555555555555556
"25" 0.2038772706457 0.38149289937838 0.613542526837324 0.448331001399161 0.444444444444444
"136" 0.12471378415509 0.4487997169859 0.431874483897605 0.479312412552469 0.166666666666667
"55" 0.26594413066707 0.096684691969476 0.399669694467383 0.454327403557865 0.111111111111111
"636" 0.18064417646161 0.290372466771112 0.0878848649286304 0.385368778732761 0.166666666666667
"591" 0.3542970538849 0.400818719361196 0.621281113601511 0.328874675194882 0.333333333333333
"45" 0.5510609067318 0.400318390862688 0.448861625575085 0.443333999600239 0.166666666666667
"146" 0.30346511982903 0.060645878607168 0.443435177539224 0.451193284029582 0.222222222222222
"170" 0.20921996641734 0.555218072471824 0.521646809012623 0.230661603038176 0.222222222222222
"671" 0.35277056937872 0.088719866579068 0.182588179780583 0.268239056566061 0.166666666666667
"504" 0.88771179972523 0.597109213119724 0.448743659313436 0.882070757545473 0.722222222222222
"199" 0.16505876965349 0.151023399201496 0.399669694467383 0.147911253248051 0
"445" 0.56095252633186 0.275130135947844 0.304824820101451 0.461323206076355 0.166666666666667
"361" 0.46441764616089 0.377773285490472 0.434280995635248 0.439336398161104 0.111111111111111
"176" 0.41718821553961 0.55921564663668 0.439943376194408 0.162902258644814 0.111111111111111
"401" 0.78156006716532 0.393182392479912 0.175557390586292 0.560063961623025 0.222222222222222
"643" 0.67485880018318 0.0544246222267159 0.200778577326884 0.549870077953227 0.166666666666667
"541" 0.64145931918791 0.15637034416536 0.147339860799811 0.205476713971618 0.166666666666667
"447" 0.44961074645092 0.11152777075858 0.287719712162321 0.481311213272037 0.111111111111111
"521" 0.25750267134789 0.013847475615304 0.256576619086941 0.328402958225065 0.111111111111111
"104" 0.45347275225156 0.449598221054228 0.582517400023593 0.459324405356786 0.222222222222222
"449" 0.15548771179973 0.207141052205992 0.322991624395423 0.452328602838296 0.166666666666667
"319" 0.21905052663715 0.061206852984284 0.329055090244191 0.274091545072957 0.166666666666667
"510" 0.40009158907037 0.392328296356192 0.327568715347411 0.42319808115131 0.333333333333333
"210" 0.40912837734697 0.670192550664576 0.445700129762888 0.162106735958425 0.111111111111111
"595" 0.5614562662189 0.166220245615808 0.561637371711691 0.446332200679592 0.333333333333333
"453" 0.56121202869791 0.297200181937636 0.363689984664385 0.47231661003398 0.277777777777778
"470" 0.27368340711342 0.36564410976904 0.449805355668279 0.382578452928243 0.333333333333333
"258" 0.49955731949321 0.120730782837216 0.560693641618497 0.490305816510094 0.444444444444444
"549" 0.07495038925355 0.359670490726236 0.0628288309543471 0.173495902458525 0.166666666666667
"386" 0.67850709815295 0.591964421084552 0.469057449569423 0.469318408954627 0.444444444444444
"630" 0.6656540986109 0.373037853135896 0.140828123156777 0.252848291025384 0.277777777777778
"24" 0.3746908868875 0.276423914691464 0.589477409460895 0.47231661003398 0.444444444444444
"433" 0.19650435048084 0.294152726537624 0.295623451692816 0.446332200679592 0.166666666666667
"130" 0.43869638223172 0.555723454793552 0.452872478471157 0.442334599240455 0.111111111111111
"651" 0.34055869332926 0.480921817354828 0.101215052494986 0.190485708574855 0.0555555555555556
"191" 0.20012211876049 0.151483297114268 0.446596673351421 0.212580451728963 0.111111111111111
"76" 0.12051595176309 0.370414918886136 0.490503715937241 0.37597441535079 0.222222222222222
"377" 0.7063959700809 0.238727447313892 0.475168101922851 0.512292624425345 0.5
"269" 0.21050221340253 0.268282205488452 0.395446502300343 0.356494103537876 0.388888888888889
"460" 0.20317508777286 0.0178905341891161 0.386197947387047 0.265932440535678 0.222222222222222
"198" 0.35437337811021 0.497963309243444 0.402430104989973 0.160179892064761 0
"586" 0.66646313539918 0.51082528933138 0.565176359561165 0.233459924045573 0.333333333333333
"234" 0.10430468630743 0.203264769798352 0.450725492509143 0.30703577853288 0.0555555555555556
"422" 0.0963211723401001 0.133067165310556 0.255019464433172 0.230617629422347 0.166666666666667
"368" 0.21920317508777 0.6548592510234 0.50642916125988 0.450329802118729 0.388888888888889
"596" 0.63694092504961 0.36295042199424 0.522826471629115 0.446332200679592 0.333333333333333
"80" 0.22062280567852 0.169202001313996 0.585938421611419 0.494303417949231 0.5
"36" 0.03816211265456 0.30694395310052 0.405072549250915 0.195482710373776 0.0555555555555556
"660" 0.11415051137231 0.21673320867236 0.213967205379261 0.441335198880673 0.222222222222222
"253" 0.47632422530911 0.53128821953808 0.627698478235225 0.475314811113331 0.277777777777778
"343" 0.56580674706152 0.636705918026988 0.464905037159372 0.478313012192684 0.611111111111111
"323" 0.0802930850251901 0.0374993682720959 0.310015335614015 0.245528682790326 0.111111111111111
"48" 0.18729964890856 0.607232021023904 0.413754866108293 0.424345392764341 0.111111111111111
"111" 0.7420241184552 0.736220750998132 0.874389524595965 0.509294423345992 1
"507" 0.80125171729507 0.566836812048316 0.401557154653769 0.533080151908855 0.611111111111111
"393" 0.15290795298428 0.40255218072472 0.242184735165743 0.205076953827704 0.166666666666667
"317" 0.41535643413219 0.557355839692728 0.301403798513625 0.280115930441735 0.111111111111111
"295" 0.45351854678675 0.362192348511648 0.270260705438244 0.253431940835498 0.111111111111111
"485" 0.36699740497634 0.37055642593622 0.225197593488263 0.375654607235659 0.277777777777778
"287" 0.1786902762937 0.548056804972964 0.265400495458299 0.313703777733361 0.111111111111111
"517" 0.32987330178599 0.473174306362764 0.278990208800283 0.253847691385169 0.166666666666667
"73" 0.4010380094642 0.827194622732096 0.440132122213047 0.292424545272837 0.111111111111111
"292" 0.43916959242864 0.262111487340172 0.284086351303527 0.251373176094343 0.111111111111111
"226" 0.26200580064112 0.625612776065092 0.591364869647281 0.38157105736558 0.333333333333333
"605" 0.13417798809342 0.159640167786932 0.396177893122567 0.901327203677794 0.277777777777778
"378" 0.58693329262708 0.658831556072168 0.55609295741418 0.482310613631822 0.666666666666667
"172" 0.31222714089452 0.238277657047556 0.474460304352955 0.198480911453127 0.111111111111111
"297" 0.39856510456419 0.30646383989488 0.229680311430931 0.238456925844494 0.0555555555555556
"657" 0.65196153259044 0.425739121645524 0.122850064881444 0.408666799920047 0.166666666666667
"93" 0.3757288963517 0.765158942740184 0.606299398372065 0.426260243853688 0.222222222222222
"533" 0.53947488932987 0.358806286956084 0.166804293971924 0.443333999600239 0.166666666666667
"665" 0.61379941993589 0.509728609693232 0.146679249734576 0.409154507295624 0.111111111111111
"561" 0.19737444664937 0.532976196492648 0.206983602689631 0.883070157905257 0.111111111111111
"237" 0.01114333689513 0.011825946328396 0.410357437772797 0.271393164101539 0
"435" 0.19517630896046 0.476631121443372 0.351657425976171 0.48930641615031 0.222222222222222
"107" 0.53747519462677 0.750290594834992 0.512563406865636 0.467319608235059 0.166666666666667
"33" 0.50770874675622 0.52449082731086 0.540049545829892 0.279432340595643 0.222222222222222
"562" 0.29094794687834 0.500859149946936 0.213872832369943 0.748750749550271 0.277777777777778
"354" 0.51268508624637 0.144099661393844 0.437914356494043 0.482310613631822 0.166666666666667
"627" 0.43813158296443 0.0380047505938241 0.2325822814675 0.283829702178692 0.333333333333333
"613" 0.22527858342238 0.482038712285844 0.226235696590775 0.402934239456325 0.5
"624" 0.5284689360403 0.207383635720424 0.306264008493571 0.226464121527084 0.444444444444444
"94" 0.37250801404366 0.0907666649820601 0.492981007431875 0.434339396362182 0.166666666666667
"419" 0.54588612425584 0.203815636529036 0.200896543588533 0.180435738556867 0.111111111111111
"30" 0.11799725232789 0.387067266387024 0.504777633596791 0.407155706576055 0.222222222222222
"464" 0.4849641276141 0.343867185525852 0.374778813259408 0.140115930441735 0.222222222222222
"175" 0.0228972675927301 0.513807045029564 0.430576855019464 0.10453727763342 0.111111111111111
"612" 0.30947946878339 0.134770303734776 0.325704848413353 0.4773136118329 0.555555555555556
"416" 0.25722790413677 0.06018092687118 0.121859148283591 0.394363381970818 0.166666666666667
"115" 0.0452755304533699 0.503199070096528 0.498879320514333 0.475314811113331 0.111111111111111
"644" 0.61379941993589 0.126239450144036 0.195753214580629 0.412152708374974 0.166666666666667
"338" 0.53671195237368 0.353595795219084 0.388109000825764 0.404357385568659 0.611111111111111
"96" 0.46420393833003 0.574220447768736 0.496637961542999 0.383170097941235 0.166666666666667
"358" 0.48313234620669 0.506190933441148 0.429232039636664 0.451329202478514 0.111111111111111
"543" 0.44017707220272 0.326957093040884 0.117612362864221 0.199880071956826 0.166666666666667
"375" 0.38323920012212 0.349729620457876 0.433290079037395 0.444333399960024 0.388888888888889
"495" 0.24229888566631 0.109930762621924 0.356022177657191 0.194683190085949 0.333333333333333
"230" 0.34452755304534 0.543649871127508 0.457827061460423 0.424529282430541 0.166666666666667
"478" 0.62958326972981 0.152721483802496 0.398843930635839 0.413363981611033 0.222222222222222
"350" 0.50389253549076 0.202350027796028 0.466438598560812 0.468319008594843 0.222222222222222
"202" 0.05309113112502 0.29767524132006 0.444378907632417 0.325604637217669 0.166666666666667
"81" 0.56605098458251 0.498231161873956 0.514686799575321 0.471317209674196 0.388888888888889
"376" 0.79500839566478 0.708925051801688 0.431638551374307 0.444333399960024 0.388888888888889
"232" 0.4061975270951 0.273841411027444 0.435649404270379 0.373575854487308 0.111111111111111
"580" 0.1755304533659 0.022944357406376 0.355786245133892 0.140915450729563 0.111111111111111
"558" 0.29836666157839 0.142770505887704 0.135094962840628 0.618189086548071 0.166666666666667
"11" 0.59514577927034 0.515944812250468 0.584876725256577 0.508295022986208 0.444444444444444
"579" 0.5435811326515 0.151205336837316 0.367111006252212 0.200479712172696 0.166666666666667
"437" 0.56556250954053 0.389407186536616 0.298100743187448 0.427343593843694 0.111111111111111
"31" 0.26392917111891 0.721989184818316 0.484251504069836 0.359984009594243 0.166666666666667
"402" 0.15905968554419 0.370091474200232 0.0667453108410995 0.586648011193284 0.166666666666667
"403" 0.21004426805068 0.421377672209028 0.141913412763949 0.539676194283429 0.222222222222222
"385" 0.57727064570295 0.461035022994896 0.52058511265778 0.486308215070957 0.555555555555556
"367" 0.63344527553045 0.52153939455198 0.527899020880028 0.448331001399161 0.444444444444444
